EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,eval_traj_length,advs/mean_Mean,advs/mean_Std,advs/mean_Max,advs/mean_Min,advs/std_Mean,advs/std_Std,advs/std_Max,advs/std_Min,advs/max_Mean,advs/max_Std,advs/max_Max,advs/max_Min,advs/min_Mean,advs/min_Std,advs/min_Max,advs/min_Min,Training/vf_loss_Mean,Training/vf_loss_Std,Training/vf_loss_Max,Training/vf_loss_Min,grad_norm/vf_Mean,grad_norm/vf_Std,grad_norm/vf_Max,grad_norm/vf_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,logprob/mean_Mean,logprob/mean_Std,logprob/mean_Max,logprob/mean_Min,logprob/std_Mean,logprob/std_Std,logprob/std_Max,logprob/std_Min,logprob/max_Mean,logprob/max_Std,logprob/max_Max,logprob/max_Min,logprob/min_Mean,logprob/min_Std,logprob/min_Max,logprob/min_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,ratio/max_Mean,ratio/max_Std,ratio/max_Max,ratio/max_Min,ratio/min_Mean,ratio/min_Std,ratio/min_Max,ratio/min_Min,grad_norm/pf_Mean,grad_norm/pf_Std,grad_norm/pf_Max,grad_norm/pf_Min
800,475.8589656352997,13123584,803.16222,14464.88696,342.05728,435.47197,24.16161,16.22530,1000.00000,-0.06471,0.63137,0.92086,-2.51866,5.31293,2.41665,14.81297,2.60230,32.51934,11.35952,72.53584,12.78610,-52.79491,19.80980,-14.82775,-92.43117,26.32443,36.35176,201.15140,4.78438,260.90964,154.23355,1056.69629,60.25954,0.00979,0.01115,0.07180,-0.01832,2.40619,0.05531,2.57703,2.23396,1.75244,0.05450,1.97974,1.58724,5.26587,0.06032,5.41827,5.10379,-6.62796,1.50830,-4.05193,-13.20222,-1.82428,0.00047,-1.82313,-1.82523,0.04629,0.00042,0.04685,0.04551,-1.77830,0.00081,-1.77690,-1.78007,-1.89940,0.00068,-1.89835,-1.90055,2.80523,1.43958,17.04723,1.02745,0.31616,0.18841,0.96188,0.00606,4.63276,1.37205,18.64163,2.28520
810,475.82864475250244,13287424,837.03378,13957.57927,330.28509,435.66347,24.11194,16.00018,1000.00000,-0.84949,1.38703,1.39076,-5.50760,8.15415,4.60028,21.50304,3.63452,31.25842,13.26230,77.93686,12.73534,-60.01196,23.65535,-21.59390,-102.64135,68.09286,86.37483,416.15134,7.23579,409.20716,453.78347,2833.61816,68.43789,0.01072,0.01029,0.05138,-0.01384,2.40102,0.05281,2.55261,2.26276,1.74027,0.05164,1.88885,1.57919,5.24588,0.06113,5.37631,5.06916,-6.46330,1.48224,-3.77857,-11.30665,-1.82155,0.00093,-1.82015,-1.82313,0.04620,0.00018,0.04649,0.04571,-1.77486,0.00163,-1.77238,-1.77709,-1.89717,0.00137,-1.89479,-1.89859,2.71354,1.31628,16.67628,1.04292,0.31102,0.19121,0.97265,0.00038,4.72293,1.06794,10.35070,2.43450
820,475.8637366294861,13451264,837.03843,13974.84124,377.30768,435.55536,24.09079,16.21751,1000.00000,-0.04023,0.69449,0.94297,-2.13391,5.52953,1.99425,11.82742,3.04198,26.31482,8.76630,57.38278,11.20124,-54.89885,15.55066,-19.78616,-84.88400,28.36752,27.25439,124.86924,4.28322,221.92503,144.43837,1112.66919,54.52182,0.00916,0.00948,0.05311,-0.01356,2.38503,0.05368,2.53805,2.24409,1.74858,0.05548,1.91671,1.60494,5.23260,0.06495,5.38543,5.00421,-6.72059,1.58597,-3.80449,-13.15737,-1.81980,0.00048,-1.81883,-1.82050,0.04527,0.00021,0.04570,0.04492,-1.77360,0.00060,-1.77265,-1.77460,-1.89398,0.00058,-1.89321,-1.89500,2.52383,1.05834,10.01550,1.04118,0.32658,0.18609,0.96094,0.00008,4.47079,1.09335,10.90786,2.42279
830,475.4427065849304,13615104,862.46680,11698.93532,329.25605,435.26221,24.11300,16.06742,1000.00000,0.00585,0.67859,0.74733,-2.95888,4.74531,2.18608,13.84705,2.17065,30.66609,13.28803,79.70518,9.02770,-52.88425,23.86249,-12.95665,-96.61629,21.69282,29.41890,163.50293,2.95792,186.35025,109.80734,839.44788,33.40902,0.00858,0.00961,0.04856,-0.01299,2.37141,0.05106,2.50665,2.20169,1.73917,0.05194,1.90683,1.61904,5.23113,0.06480,5.37576,4.99021,-6.60468,1.59325,-3.63399,-13.51043,-1.81763,0.00065,-1.81671,-1.81882,0.04571,0.00027,0.04614,0.04521,-1.77163,0.00069,-1.77057,-1.77310,-1.89252,0.00034,-1.89158,-1.89320,2.64825,1.00763,10.61478,1.02660,0.33488,0.17344,0.96956,0.01353,4.29401,1.06141,8.61398,1.99468
840,476.64003920555115,13778944,835.82162,12040.02280,304.86061,436.00840,24.20231,16.42926,844.25000,-0.50827,1.14731,1.01736,-4.73618,6.32232,3.57798,18.23370,2.96968,29.15632,7.82567,64.52293,13.67118,-51.80821,17.90827,-17.57998,-85.00903,42.57289,64.50721,319.01657,5.28995,317.81363,243.07903,1717.82361,46.70590,0.00701,0.01052,0.04010,-0.01905,2.35190,0.05449,2.48694,2.18654,1.74802,0.05326,1.90849,1.60239,5.21045,0.06415,5.35701,5.01201,-6.84930,1.54998,-3.74060,-12.32121,-1.81534,0.00075,-1.81405,-1.81685,0.04560,0.00020,0.04591,0.04522,-1.76983,0.00041,-1.76874,-1.77056,-1.88957,0.00108,-1.88782,-1.89156,2.49391,0.83132,6.30050,1.03583,0.34282,0.18235,0.96795,0.00355,4.74031,1.10595,11.75135,2.35770
850,476.3939583301544,13942784,799.93972,13961.13045,291.72473,436.06864,24.20290,16.12234,1000.00000,-0.20863,0.93949,0.94783,-3.56933,6.16948,2.58292,15.63187,3.42246,33.40568,10.06863,71.61145,12.10498,-56.22579,18.60923,-17.12924,-102.09844,33.74522,36.62053,216.92572,6.75728,354.10709,246.66321,1676.15710,82.06281,0.00789,0.00980,0.03596,-0.01454,2.35174,0.05546,2.51581,2.16227,1.74809,0.05542,1.93707,1.60735,5.19233,0.05886,5.32841,5.02187,-6.84422,1.69787,-3.93116,-14.28058,-1.81291,0.00045,-1.81234,-1.81404,0.04550,0.00015,0.04576,0.04528,-1.76769,0.00025,-1.76738,-1.76873,-1.88619,0.00087,-1.88519,-1.88780,2.62367,1.10367,12.02745,1.02731,0.32281,0.19591,0.97496,0.00058,4.68847,1.14243,11.23017,2.18239
860,474.8947103023529,14106624,778.10027,14025.91350,343.82833,434.51622,24.24888,16.12954,1000.00000,0.07932,0.23493,0.75576,-0.70236,4.05596,0.65428,6.06236,2.74306,30.57482,12.43552,83.43001,11.63735,-42.47660,15.62842,-14.18983,-84.59473,11.73952,4.86450,30.73697,3.16515,189.52242,115.17091,975.71631,44.72812,0.00901,0.01063,0.04865,-0.01192,2.33323,0.05723,2.50178,2.19019,1.74183,0.05407,1.90916,1.55361,5.18313,0.06539,5.32893,5.00261,-6.55099,1.46811,-3.44554,-11.78648,-1.81101,0.00065,-1.81019,-1.81237,0.04568,0.00013,0.04598,0.04546,-1.76685,0.00047,-1.76610,-1.76769,-1.88504,0.00016,-1.88469,-1.88539,2.66222,1.10338,9.91070,1.02701,0.30661,0.17656,0.96589,0.00092,4.91896,1.28343,10.92232,2.19577
870,475.0222055912018,14270464,772.28963,13232.79896,402.00907,434.51957,24.18350,16.31905,1000.00000,-0.40230,1.06949,1.02494,-3.70710,7.08053,3.71039,17.76022,3.54089,35.63216,11.56804,75.53122,9.48749,-59.22438,22.06514,-21.63424,-102.26254,36.31037,41.48880,264.32904,7.55669,460.86468,387.17370,2485.59961,74.98457,0.00909,0.00994,0.03978,-0.01318,2.31752,0.04973,2.47226,2.17705,1.75245,0.05151,1.92384,1.59640,5.17736,0.06336,5.32615,4.98930,-6.76867,1.50618,-3.69368,-12.44493,-1.80927,0.00061,-1.80832,-1.81019,0.04534,0.00020,0.04570,0.04500,-1.76658,0.00038,-1.76570,-1.76716,-1.88317,0.00082,-1.88201,-1.88479,2.73450,1.70661,23.03275,1.04367,0.33431,0.17802,0.95435,0.00925,4.94436,1.03357,8.59362,2.06179
880,475.37469840049744,14434304,814.74627,13792.38770,375.41454,434.99375,24.20578,16.17509,1000.00000,-0.18087,0.45246,0.75724,-1.41727,4.17705,1.18022,8.06849,2.07726,26.60635,9.99943,76.65124,10.79233,-46.31663,17.90618,-11.13554,-90.81336,14.29637,10.18754,59.80309,2.30408,228.33064,167.30890,1478.17078,35.66665,0.00689,0.00960,0.03670,-0.01850,2.31211,0.05730,2.46387,2.12398,1.73811,0.05376,1.91126,1.57154,5.16825,0.06229,5.30654,5.00857,-6.57267,1.43898,-3.77226,-12.12922,-1.80798,0.00059,-1.80665,-1.80869,0.04601,0.00017,0.04635,0.04568,-1.76391,0.00087,-1.76192,-1.76569,-1.88344,0.00037,-1.88275,-1.88409,2.51867,0.98222,9.23775,1.02509,0.34661,0.18713,0.96896,0.00064,4.69925,1.10950,12.76480,2.51604
890,476.5399241447449,14598144,821.20224,13826.31075,398.98588,436.26774,24.12182,16.15028,935.87500,-0.26686,0.39998,0.61732,-1.50802,5.41609,1.38544,9.44100,3.02322,31.95088,10.58561,81.89056,12.08668,-58.89707,16.27280,-18.13159,-98.26311,25.55537,15.00954,81.34702,4.23077,281.51367,159.15650,1286.42480,54.13938,0.00857,0.00926,0.04850,-0.01159,2.29788,0.05658,2.46605,2.14107,1.74337,0.05735,1.91444,1.62021,5.14669,0.06616,5.29758,4.94349,-6.64237,1.50599,-3.66068,-11.37035,-1.80543,0.00092,-1.80377,-1.80665,0.04647,0.00012,0.04668,0.04627,-1.75994,0.00087,-1.75869,-1.76195,-1.88223,0.00071,-1.88118,-1.88315,2.72012,1.13627,11.98472,1.04580,0.29856,0.19811,0.96662,0.00021,4.66993,1.18313,9.44308,2.38361
900,476.5331106185913,14761984,848.21148,13936.55089,390.13215,436.16890,24.17848,16.18566,1000.00000,-0.22565,0.85063,1.08247,-3.57033,6.29114,2.54417,14.95120,3.40447,36.20856,13.08517,71.41399,12.24471,-63.42367,17.46259,-18.87654,-89.09167,35.99289,35.97758,203.54306,6.97138,355.27299,307.56058,2099.13501,64.49678,0.00809,0.00932,0.05243,-0.01321,2.27451,0.05582,2.41805,2.05592,1.74888,0.05740,1.92102,1.59549,5.12666,0.06397,5.27356,4.91507,-6.68506,1.48078,-3.62129,-13.73337,-1.80195,0.00101,-1.80034,-1.80377,0.04553,0.00051,0.04663,0.04492,-1.75860,0.00046,-1.75798,-1.75945,-1.87794,0.00141,-1.87631,-1.88119,2.61098,1.37569,23.04365,1.03424,0.32280,0.18935,0.96313,0.00181,4.49025,1.11186,12.15173,2.44114
910,476.63585782051086,14925824,759.62863,11265.87969,322.05266,436.30022,24.10284,16.22720,1000.00000,-0.65946,1.27404,0.95680,-4.65506,7.71752,3.98716,17.60563,2.70505,31.00471,14.19201,82.85925,9.28100,-65.09557,20.07143,-18.44995,-105.93153,65.66586,71.17276,302.77377,5.43766,333.93004,298.00771,2028.82727,60.19055,0.00845,0.00975,0.06649,-0.01184,2.26491,0.05660,2.45693,2.08443,1.73971,0.05461,1.92020,1.59007,5.11531,0.06516,5.24834,4.90378,-6.58948,1.35086,-3.30684,-10.68302,-1.79870,0.00078,-1.79747,-1.80034,0.04548,0.00022,0.04578,0.04500,-1.75725,0.00110,-1.75556,-1.75908,-1.87622,0.00035,-1.87509,-1.87666,2.78547,1.44724,19.18547,1.04138,0.32292,0.19142,0.95875,0.00506,4.42816,1.24992,20.91790,2.49975
920,477.70400285720825,15089664,731.40879,13564.09271,236.74743,437.07101,24.17743,16.45549,901.62500,0.17782,0.59361,1.40902,-1.02901,4.96565,1.37797,8.59688,1.89991,37.35878,15.94740,80.73241,11.50152,-53.11715,17.66914,-6.21117,-88.87440,20.14064,11.89447,70.76192,1.78381,244.47298,146.08341,951.73871,18.78015,0.00859,0.00950,0.03874,-0.01406,2.24633,0.05396,2.39185,2.05244,1.74493,0.05464,1.89577,1.56668,5.10570,0.06330,5.24640,4.87926,-6.64599,1.49112,-4.03837,-12.07975,-1.79707,0.00030,-1.79654,-1.79747,0.04587,0.00018,0.04612,0.04559,-1.75474,0.00075,-1.75337,-1.75575,-1.87459,0.00036,-1.87405,-1.87526,2.57857,1.30422,14.58638,1.03254,0.33401,0.18579,0.96711,0.00346,4.58099,1.15474,9.85244,2.14338
930,477.4239592552185,15253504,728.77001,13546.67949,292.82997,436.95532,24.13096,16.33760,944.37500,-0.11816,0.26585,0.63210,-0.80826,4.75175,0.65473,6.79210,3.18603,33.38337,9.57137,71.70345,15.86245,-54.36692,14.00487,-23.15825,-96.83250,17.21418,6.18091,43.54595,5.71093,233.05445,125.02889,1040.08801,63.61800,0.00691,0.00946,0.05268,-0.01429,2.23961,0.05405,2.38792,2.08017,1.74079,0.05076,1.88836,1.55183,5.08430,0.06597,5.23491,4.85093,-6.74452,1.69107,-3.73165,-14.11513,-1.79554,0.00060,-1.79442,-1.79653,0.04640,0.00012,0.04655,0.04610,-1.75227,0.00089,-1.75070,-1.75374,-1.87338,0.00054,-1.87214,-1.87422,2.53729,1.14114,14.04037,1.02678,0.32850,0.18473,0.97328,0.00004,4.53412,1.21318,16.75374,2.36955
940,477.1719434261322,15417344,660.15818,12835.82179,309.74679,436.47733,24.23391,16.46063,956.62500,-0.16553,0.45612,0.66667,-1.69816,5.07680,1.36893,9.23480,2.29270,34.61753,11.32048,71.67767,15.21995,-52.93163,14.18789,-16.76268,-89.09666,21.69801,15.97888,88.07889,4.30499,243.92215,134.62009,956.34668,49.31146,0.00647,0.00948,0.04841,-0.01303,2.23883,0.05490,2.40369,2.09958,1.73358,0.05619,1.90122,1.59647,5.07633,0.06362,5.21953,4.92137,-6.55218,1.63424,-3.38200,-14.70321,-1.79388,0.00042,-1.79321,-1.79443,0.04702,0.00015,0.04718,0.04651,-1.74996,0.00053,-1.74922,-1.75074,-1.87281,0.00037,-1.87212,-1.87335,2.58089,2.44493,39.30771,1.03174,0.35624,0.19753,0.97668,0.00374,4.38107,1.23140,13.81684,2.17949
950,475.9275221824646,15581184,764.10855,14489.93663,345.25748,435.48458,24.11663,16.32623,953.50000,-0.02806,0.35346,0.61035,-1.29992,4.37085,1.04281,7.75322,2.39225,32.74579,13.04163,72.24255,9.74027,-50.26012,15.73658,-15.13564,-91.75907,15.58904,8.71024,55.72185,3.63962,258.37969,162.10608,1236.03528,50.58858,0.00572,0.00910,0.03587,-0.01371,2.22788,0.05811,2.36866,2.06594,1.74021,0.05527,1.93616,1.58040,5.07612,0.06619,5.22008,4.87492,-6.96473,1.59380,-3.73404,-11.88474,-1.79223,0.00059,-1.79135,-1.79322,0.04718,0.00019,0.04739,0.04673,-1.74754,0.00099,-1.74634,-1.74922,-1.87171,0.00029,-1.87125,-1.87238,2.39103,1.12714,11.19164,1.04639,0.39119,0.17296,0.97640,0.02479,4.17143,1.09873,13.89084,1.83210
960,475.5844614505768,15745024,715.85123,14010.75350,339.42742,435.00288,24.23136,16.35015,913.50000,-0.47019,1.06738,0.86127,-3.47209,6.37301,3.38751,14.62176,2.32958,33.80960,11.60322,75.51652,10.35871,-55.28275,19.69426,-9.86596,-92.15905,36.50007,40.60872,196.43552,2.80229,369.13506,290.43216,2088.25269,30.06406,0.00646,0.00827,0.03446,-0.01337,2.21671,0.05521,2.37143,2.03992,1.73328,0.05171,1.87701,1.56938,5.05507,0.06334,5.20299,4.87023,-6.76145,1.64357,-3.72038,-13.46334,-1.79014,0.00046,-1.78945,-1.79135,0.04778,0.00018,0.04799,0.04731,-1.74537,0.00080,-1.74438,-1.74714,-1.87128,0.00036,-1.87081,-1.87209,2.51667,1.33295,12.36200,1.01686,0.38792,0.19553,0.97338,0.01447,4.12799,0.86265,8.12792,1.73211
970,475.9997327327728,15908864,763.41450,14482.46684,364.90045,435.66691,24.21592,16.11682,1000.00000,-0.15094,0.77078,0.87638,-3.07387,5.25633,2.84696,15.17308,2.50591,32.51625,10.94273,68.55726,9.47482,-52.59431,19.51465,-13.21628,-94.27686,24.47306,32.89733,208.09921,4.57132,275.73066,230.84829,1736.79138,59.23999,0.00612,0.00921,0.06553,-0.01439,2.20427,0.05676,2.39089,2.05005,1.74289,0.05671,1.95842,1.59263,5.04732,0.06310,5.18813,4.84653,-6.97436,1.72916,-3.96405,-13.32641,-1.78877,0.00041,-1.78812,-1.78945,0.04782,0.00025,0.04829,0.04745,-1.74480,0.00067,-1.74357,-1.74565,-1.87027,0.00055,-1.86941,-1.87131,2.32609,0.95810,13.01327,1.02621,0.35543,0.19920,0.96845,0.00110,4.43270,1.62358,32.01784,2.04915
980,476.4526994228363,16072704,794.02724,14608.03982,334.71076,435.90288,24.19261,16.35713,901.12500,-0.09834,0.41063,0.58671,-1.51877,4.11626,1.66467,9.69320,1.89147,29.46315,13.48846,81.35503,10.13239,-44.72701,20.23025,-6.07417,-95.12549,15.03811,15.30541,92.92422,1.76028,193.41851,130.88104,1171.46631,20.97917,0.00688,0.00967,0.03748,-0.01488,2.19106,0.05564,2.36832,2.01748,1.73541,0.05485,1.90041,1.57565,5.03742,0.06513,5.18772,4.81506,-6.62215,1.37541,-3.51923,-10.82414,-1.78769,0.00037,-1.78679,-1.78835,0.04891,0.00024,0.04935,0.04828,-1.74216,0.00085,-1.74040,-1.74403,-1.87081,0.00020,-1.87032,-1.87121,2.35584,1.05654,9.80546,1.02357,0.38625,0.19138,0.97494,0.00581,4.43055,1.07231,11.38489,1.70995
990,475.58965373039246,16236544,812.42362,14219.96336,338.34551,435.29053,24.18077,16.11828,1000.00000,-0.40308,1.07652,0.46321,-4.38771,5.06344,3.54075,17.29633,2.06940,29.73993,13.02766,76.25352,9.07952,-51.82603,19.89932,-12.35805,-93.43835,25.16533,44.83600,295.58401,2.43433,309.46054,336.91903,1934.09998,39.11460,0.00574,0.00865,0.03716,-0.01553,2.19547,0.05682,2.34941,2.02180,1.74158,0.05741,1.95009,1.57312,5.03983,0.06525,5.17442,4.82792,-7.10502,1.67167,-3.59392,-14.76336,-1.78588,0.00056,-1.78489,-1.78679,0.04914,0.00014,0.04932,0.04886,-1.73953,0.00060,-1.73864,-1.74039,-1.86973,0.00105,-1.86764,-1.87098,2.56171,1.78006,30.69305,1.02213,0.36340,0.19751,0.97213,0.01907,4.20260,1.20901,13.91357,1.86032
1000,476.5134449005127,16400384,835.51817,13801.09803,318.79692,436.12619,24.26819,16.11898,1000.00000,-0.11683,0.23989,0.46529,-0.99223,5.01271,0.92417,8.85182,3.35352,31.92744,10.99712,72.23088,14.13746,-55.96751,18.13145,-15.39804,-94.95622,18.89823,7.70127,70.65917,7.19612,242.04818,125.92770,734.92548,69.75709,0.00667,0.00956,0.04049,-0.01464,2.17878,0.05417,2.33738,2.04045,1.73798,0.05603,1.94047,1.55922,5.01868,0.06447,5.16569,4.79540,-6.78342,1.49265,-3.86953,-12.00732,-1.78425,0.00052,-1.78323,-1.78489,0.04932,0.00024,0.04966,0.04888,-1.73858,0.00052,-1.73783,-1.73926,-1.86772,0.00043,-1.86691,-1.86834,2.45248,1.06470,10.74820,1.02832,0.35384,0.18811,0.96827,0.00730,4.65333,1.08567,10.90886,2.47414
1010,476.6364936828613,16564224,839.27916,14099.08738,330.05402,436.34330,24.18943,16.05159,1000.00000,-0.33249,0.98989,0.87476,-3.22653,5.68277,3.09660,13.30748,2.45409,31.26188,12.45983,75.06706,10.47025,-52.92590,19.75589,-14.40862,-88.32668,30.19984,35.74135,169.76198,4.34654,408.96802,479.80879,3532.37939,46.86891,0.00553,0.00890,0.04277,-0.01423,2.16360,0.05582,2.33269,2.00322,1.74147,0.05347,1.90636,1.58711,5.01230,0.06454,5.14550,4.82062,-6.65482,1.49112,-4.00677,-13.06889,-1.78279,0.00036,-1.78221,-1.78326,0.04987,0.00024,0.05013,0.04942,-1.73650,0.00081,-1.73520,-1.73781,-1.86700,0.00027,-1.86658,-1.86745,2.27078,0.82028,7.31816,1.01702,0.40709,0.18208,0.97752,0.00860,4.33584,0.92757,7.81190,1.81696
1020,477.06113481521606,16728064,880.99260,13351.02357,298.19243,436.63227,24.18493,16.24386,1000.00000,-0.00692,0.32667,0.80155,-0.73217,4.77812,0.87612,7.26924,2.70280,30.90048,11.54340,69.54433,13.13549,-51.13373,15.65685,-16.67733,-93.71059,18.51621,8.16080,49.28575,5.18235,237.64065,131.66445,1013.34833,73.60715,0.00548,0.00927,0.04630,-0.02182,2.16013,0.05629,2.30680,1.99958,1.74187,0.05241,1.94293,1.58918,5.00481,0.06557,5.16140,4.81883,-6.69804,1.33670,-3.92570,-11.05058,-1.78146,0.00050,-1.78046,-1.78220,0.05068,0.00029,0.05117,0.05009,-1.73355,0.00094,-1.73185,-1.73518,-1.86686,0.00022,-1.86657,-1.86726,2.40737,1.05910,9.40329,1.03816,0.38085,0.18254,0.96088,0.01410,4.49668,1.00933,9.28475,2.22210
1030,476.4039945602417,16891904,886.77107,13592.07917,344.82912,436.05048,24.19492,16.15852,1000.00000,-0.10858,0.36742,0.64926,-1.16532,4.30302,0.92664,6.66936,2.13071,29.37963,10.80926,60.48660,9.74146,-46.44425,18.17361,-14.68195,-89.57135,14.64759,7.22246,41.40820,3.31402,215.76843,136.97453,1010.18829,43.52953,0.00524,0.00908,0.04448,-0.01915,2.15236,0.05351,2.27823,1.98520,1.73802,0.05231,1.89962,1.60270,5.00018,0.06402,5.14442,4.77466,-6.73805,1.49210,-4.02543,-13.42186,-1.77979,0.00042,-1.77893,-1.78045,0.05175,0.00038,0.05230,0.05117,-1.73101,0.00091,-1.72902,-1.73209,-1.86752,0.00055,-1.86674,-1.86844,2.29811,0.83055,8.56333,1.03724,0.39039,0.18029,0.97436,0.02612,4.43330,1.07587,12.95138,2.40352
1040,476.34112787246704,17055744,859.67125,13486.23701,362.20082,435.87609,24.12741,16.33755,915.50000,-0.26140,0.51866,0.70769,-1.90876,5.15278,1.44981,10.32022,3.01538,29.96576,10.08158,65.01081,12.81239,-50.84451,14.81022,-16.64737,-92.10954,20.31059,14.40539,92.21181,5.72561,247.96052,156.88413,1115.37646,73.35913,0.00564,0.00976,0.09993,-0.01677,2.13897,0.05746,2.30977,1.98689,1.74146,0.05374,1.88441,1.57884,4.98252,0.06208,5.13467,4.78889,-6.90407,1.45679,-3.98636,-13.15497,-1.77800,0.00038,-1.77747,-1.77892,0.05182,0.00019,0.05226,0.05157,-1.72860,0.00026,-1.72783,-1.72903,-1.86617,0.00060,-1.86545,-1.86777,2.31631,1.06902,16.73778,1.03004,0.38884,0.17812,0.97364,0.03728,4.52448,2.10401,45.62614,2.31548
1050,476.1061313152313,17219584,775.74928,13952.62606,337.03986,435.84693,24.17673,16.08239,1000.00000,-0.42801,1.17446,1.04902,-3.81646,5.80472,3.33856,14.61405,2.31192,27.90125,10.80651,74.24931,11.70796,-50.67257,19.89552,-12.35424,-83.24297,38.50642,50.87564,221.27048,3.29717,267.10940,179.30158,1222.53943,57.33516,0.00541,0.00828,0.04193,-0.01643,2.13366,0.05800,2.29406,1.97597,1.74228,0.05860,1.92401,1.54798,4.97553,0.05965,5.10750,4.77833,-6.87097,1.48593,-4.17289,-12.58514,-1.77674,0.00039,-1.77633,-1.77750,0.05225,0.00011,0.05246,0.05207,-1.72629,0.00079,-1.72545,-1.72783,-1.86577,0.00033,-1.86524,-1.86632,2.23242,0.88424,8.62095,1.02962,0.40493,0.18617,0.98107,0.00772,4.59282,1.01832,12.28834,2.42167
1060,477.55948758125305,17383424,771.64034,14023.43055,391.93909,437.19050,24.19508,16.17383,1000.00000,-0.18947,0.58057,0.67452,-2.05553,5.54019,1.99301,11.91486,2.74951,32.71753,10.68184,69.19654,12.89249,-54.84913,17.39070,-17.62191,-97.27963,24.81588,19.35877,125.49943,4.47319,322.22721,259.22620,2141.18530,58.85917,0.00619,0.00856,0.03504,-0.01250,2.12585,0.05525,2.32636,1.95689,1.74457,0.05636,1.90014,1.59460,4.96430,0.06440,5.12234,4.76981,-6.82775,1.44443,-4.22162,-12.24830,-1.77572,0.00056,-1.77440,-1.77643,0.05240,0.00020,0.05273,0.05211,-1.72452,0.00087,-1.72268,-1.72557,-1.86456,0.00037,-1.86360,-1.86527,2.37446,1.54163,19.63241,1.02979,0.39836,0.19493,0.97192,0.02143,4.46988,1.08523,9.60805,1.71135
1070,477.36733198165894,17547264,774.41310,12247.35155,363.98873,436.91951,24.16621,16.28153,952.00000,-0.09062,0.61404,0.78176,-2.88125,4.98999,1.92204,12.16894,2.18479,31.07353,9.80060,66.43127,14.00494,-54.00293,18.88535,-14.52411,-89.16122,23.48928,25.11054,129.41911,3.17786,232.45026,122.76027,960.29407,55.44732,0.00575,0.00821,0.03195,-0.01612,2.11548,0.05912,2.32599,1.92697,1.73989,0.05337,1.91231,1.58794,4.96245,0.06221,5.10797,4.78495,-6.84662,1.70378,-3.92453,-15.95826,-1.77435,0.00014,-1.77407,-1.77455,0.05298,0.00033,0.05356,0.05249,-1.72188,0.00068,-1.72077,-1.72274,-1.86451,0.00052,-1.86358,-1.86519,2.27093,0.82097,7.66213,1.03126,0.39056,0.19971,0.97460,0.00244,4.50675,1.19432,14.42366,2.35485
1080,476.5360052585602,17711104,800.39186,13650.69124,359.65983,436.27162,24.18381,16.08049,1000.00000,0.04047,0.59220,0.93479,-1.38119,4.65245,1.23136,8.40032,2.16468,32.43562,11.02590,80.57063,10.43263,-49.20890,21.03996,-11.60635,-105.13257,16.89065,9.54417,60.03971,2.98300,256.04426,250.78799,3039.20386,33.94686,0.00546,0.00850,0.03262,-0.01363,2.11327,0.05654,2.28272,1.92387,1.73389,0.05504,1.94268,1.56584,4.95752,0.06020,5.11175,4.75921,-6.71761,1.41763,-3.99063,-12.47979,-1.77390,0.00010,-1.77371,-1.77410,0.05379,0.00019,0.05408,0.05355,-1.72043,0.00052,-1.71929,-1.72126,-1.86538,0.00028,-1.86493,-1.86592,2.27433,0.79157,7.05188,1.02500,0.38010,0.19162,0.97249,0.01824,4.57134,1.01085,8.27518,2.28756
1090,476.7178363800049,17874944,823.67041,13057.32809,375.78632,436.05361,24.21857,16.44558,938.50000,-0.32643,0.77387,0.62088,-2.87202,5.32084,2.54203,13.39796,2.51121,30.80958,9.94196,65.24763,13.97186,-51.65004,16.14276,-10.75917,-79.49911,26.33699,31.19863,158.95885,3.68085,268.08332,245.12752,1626.50061,50.14668,0.00567,0.00817,0.03359,-0.01571,2.10376,0.05603,2.27520,1.93276,1.75107,0.05556,1.94549,1.58350,4.95902,0.06346,5.11044,4.78366,-6.90499,1.49154,-4.10191,-13.87835,-1.77330,0.00029,-1.77276,-1.77371,0.05390,0.00014,0.05417,0.05363,-1.71912,0.00018,-1.71873,-1.71950,-1.86488,0.00028,-1.86423,-1.86525,2.29869,1.08353,16.04073,1.03399,0.38858,0.17900,0.96657,0.01599,4.63938,1.04265,10.38782,2.29380
